Store,State,City,Date,Type,IsHoliday,Weekly_Sales,Size,Temperature,Fuel_Price,MarkDown1,MarkDown2,MarkDown3,MarkDown4,MarkDown5,CPI,Unemployment,Week,Year,Month,MD Total
1,West Virginia,Charleston,2011-10-21,A,False,1502562.78,151315.0,63.71,3.353,,,,,,217.5159762,7.866,42,2011,10,
1,West Virginia,Charleston,2011-10-28,A,False,1445249.09,151315.0,66.57,3.372,,,,,,217.6766791,7.866,43,2011,10,
1,West Virginia,Charleston,2011-11-04,A,False,1697229.58,151315.0,54.98,3.332,,,,,,217.837382,7.866,44,2011,11,
1,West Virginia,Charleston,2011-11-11,A,False,1594938.8900000001,151315.0,59.11,3.297,10382.9,6115.67,215.07,2406.62,6551.42,217.9980849,7.866,45,2011,11,25671.68
1,West Virginia,Charleston,2011-11-18,A,False,1539483.7,151315.0,62.25,3.308,6074.12,254.39,51.98,427.39,5988.57,218.2205088,7.866,46,2011,11,12796.45
1,West Virginia,Charleston,2011-11-25,A,True,2033320.66,151315.0,60.14,3.236,410.31,98.0,55805.51,8.0,554.92,218.4676211,7.866,47,2011,11,56876.74
1,West Virginia,Charleston,2011-12-02,A,False,1584083.95,151315.0,48.91,3.172,5629.51,68.0,1398.11,2084.64,20475.32,218.7147333,7.866,48,2011,12,29655.58
1,West Virginia,Charleston,2011-12-09,A,False,1799682.38,151315.0,43.93,3.158,4640.65,19.0,105.02,3639.4200000000005,14461.819999999998,218.9618456,7.866,49,2011,12,22865.909999999996
1,West Virginia,Charleston,2011-12-16,A,False,1881176.67,151315.0,51.63,3.159,5011.32,67.0,347.37,225.79,4011.3700000000003,219.1794533,7.866,50,2011,12,9662.85
1,West Virginia,Charleston,2011-12-23,A,False,2270188.99,151315.0,47.96,3.112,2725.36,40.48,634.7,24.9,2739.43,219.3577216,7.866,51,2011,12,6164.87
1,West Virginia,Charleston,2011-12-30,A,True,1497462.72,151315.0,44.55,3.129,5762.1,46011.38,260.36,983.65,4735.78,219.5359898,7.866,52,2011,12,57753.27
1,West Virginia,Charleston,2012-01-06,A,False,1550369.92,151315.0,49.01,3.157,6277.39,21813.16,143.1,1450.13,8483.0,219.7142581,7.348000000000001,1,2012,1,38166.78
1,West Virginia,Charleston,2012-01-13,A,False,1459601.17,151315.0,48.53,3.261,5183.29,8025.87,42.24,453.08,3719.3799999999997,219.8925263,7.348,2,2012,1,17423.86
1,West Virginia,Charleston,2012-01-20,A,False,1394393.84,151315.0,54.11,3.268,4139.87,2807.19,33.88,500.62,3400.21,219.9856893,7.348,3,2012,1,10881.77
1,West Virginia,Charleston,2012-01-27,A,False,1319325.59,151315.0,54.26,3.29,1164.46,1082.74,44.0,11.0,1222.19,220.0788523,7.348,4,2012,1,3524.39
1,West Virginia,Charleston,2012-02-03,A,False,1636339.65,151315.0,56.55,3.36,34577.06,3579.21,160.53,32403.870000000003,5630.4,220.1720153,7.348000000000001,5,2012,2,76351.06999999999
1,West Virginia,Charleston,2012-02-10,A,True,1802477.43,151315.0,48.02,3.409,13925.06,6927.23,101.64,8471.88,6886.04,220.2651783,7.348,6,2012,2,36311.85
1,West Virginia,Charleston,2012-02-17,A,False,1819870.0,151315.0,45.32,3.5099999999999993,9873.33,11062.27,9.8,8409.31,3402.66,220.4257586,7.348,7,2012,2,32757.37
1,West Virginia,Charleston,2012-02-24,A,False,1539387.83,151315.0,57.25,3.555,9349.61,7556.009999999999,3.2,1219.92,8143.59,220.636902,7.348000000000001,8,2012,2,26272.329999999998
1,West Virginia,Charleston,2012-03-02,A,False,1688420.76,151315.0,60.96,3.6300000000000003,15441.400000000001,1569.0,10.8,25390.88,8067.609999999999,220.8480454,7.348000000000001,9,2012,3,50479.69
1,West Virginia,Charleston,2012-03-09,A,False,1675431.16,151315.0,58.76,3.6690000000000005,10331.04,151.88,6.0,671.43,5509.84,221.0591887,7.348,10,2012,3,16670.190000000002
1,West Virginia,Charleston,2012-03-16,A,False,1677472.78,151315.0,64.74,3.734,4298.16,7.5,2.02,2724.65,2017.6899999999998,221.2118132,7.348000000000001,11,2012,3,9050.02
1,West Virginia,Charleston,2012-03-23,A,False,1511068.07,151315.0,65.93,3.787,6118.56,9.48,4.97,426.72,3657.22,221.2864126,7.348,12,2012,3,10216.95
1,West Virginia,Charleston,2012-03-30,A,False,1649604.63,151315.0,67.61,3.845,10309.58,0.5,10.25,1654.17,2642.78,221.3610119,7.348,13,2012,3,14617.28
1,West Virginia,Charleston,2012-04-06,A,False,1899676.8800000001,151315.0,70.43,3.891,10121.97,,77.98,3750.5899999999997,4510.72,221.4356112,7.142999999999999,14,2012,4,
1,West Virginia,Charleston,2012-04-13,A,False,1621031.7,151315.0,69.07,3.8910000000000005,6186.19,3288.69,17.07,1822.55,1063.78,221.5102105,7.143,15,2012,4,12378.279999999999
1,West Virginia,Charleston,2012-04-20,A,False,1521577.8699999999,151315.0,66.76,3.877,2230.8,612.02,19.75,275.13,5747.1,221.5640737,7.143,16,2012,4,8884.800000000001
1,West Virginia,Charleston,2012-04-27,A,False,1468928.3699999999,151315.0,67.23,3.8139999999999996,3221.25,,35.49,577.14,6222.25,221.6179368,7.143,17,2012,4,
1,West Virginia,Charleston,2012-05-04,A,False,1684519.99,151315.0,75.55,3.7490000000000006,21290.13,,69.89,4977.35,3261.04,221.6718,7.143,18,2012,5,
1,West Virginia,Charleston,2012-05-11,A,False,1611096.05,151315.0,73.77,3.688,8351.4,,10.52,2443.14,3127.88,221.7256632,7.143,19,2012,5,
1,West Virginia,Charleston,2012-05-18,A,False,1595901.87,151315.0,70.33,3.63,6154.14,,45.11,1675.49,5508.18,221.742674,7.143,20,2012,5,
1,West Virginia,Charleston,2012-05-25,A,False,1555444.55,151315.0,77.22,3.561,4039.39,,745.19,1429.96,3631.13,221.744944,7.143,21,2012,5,
1,West Virginia,Charleston,2012-06-01,A,False,1624477.58,151315.0,77.95,3.501,6086.21,12.0,370.51,148.75,3690.85,221.7472139,7.143,22,2012,6,10308.32
1,West Virginia,Charleston,2012-06-08,A,False,1697230.96,151315.0,78.3,3.452,8813.81,116.80000000000001,64.55,2652.04,7161.91,221.7494839,7.142999999999999,23,2012,6,18809.109999999997
1,West Virginia,Charleston,2012-06-15,A,False,1630607.0,151315.0,79.35,3.393,5621.99,109.6,0.25,2420.28,3083.26,221.7626421,7.143,24,2012,6,11235.380000000001
1,West Virginia,Charleston,2012-06-22,A,False,1527845.81,151315.0,78.39,3.346,8624.56,171.25,3.05,2524.07,7063.68,221.8030211,7.143,25,2012,6,18386.61
1,West Virginia,Charleston,2012-06-29,A,False,1540421.49,151315.0,84.88,3.286,3965.73,161.6,,435.99,4212.97,221.8434,7.143,26,2012,6,
1,West Virginia,Charleston,2012-07-06,A,False,1769854.16,151315.0,81.57,3.227,12218.76,94.4,192.83,4066.01,6149.04,221.8837789,6.908,27,2012,7,22721.04
1,West Virginia,Charleston,2012-07-13,A,False,1527014.04,151315.0,77.12,3.256,7218.13,45.2,36.24,3909.3799999999997,2596.37,221.9241579,6.908,28,2012,7,13805.32
1,West Virginia,Charleston,2012-07-20,A,False,1497954.76,151315.0,80.42,3.311,3213.0,313.72,9.53,2262.02,3228.19,221.9327267,6.908,29,2012,7,9026.460000000001
1,West Virginia,Charleston,2012-07-27,A,False,1439123.71,151315.0,82.66,3.407,7146.9,389.02,1.59,10267.54,4325.19,221.9412954,6.908,30,2012,7,22130.24
1,West Virginia,Charleston,2012-08-03,A,False,1631135.79,151315.0,86.11,3.417,27584.78,119.98,30.23,12007.04,4661.71,221.9498642,6.908,31,2012,8,44403.74
1,West Virginia,Charleston,2012-08-10,A,False,1592409.97,151315.0,85.05,3.494,11436.22,245.0,6.85,6964.26,4836.22,221.9584329,6.908,32,2012,8,23488.550000000003
1,West Virginia,Charleston,2012-08-17,A,False,1597868.05,151315.0,84.85,3.571,3662.06,137.86,4.84,2752.2,3446.15,222.0384109,6.908,33,2012,8,10003.11
1,West Virginia,Charleston,2012-08-24,A,False,1494122.38,151315.0,77.66,3.6199999999999997,6237.83,260.06,2.97,3463.03,7988.25,222.1719457,6.908,34,2012,8,17952.14
1,West Virginia,Charleston,2012-08-31,A,False,1582083.4,151315.0,80.49,3.638,21442.73,102.32,21.7,13209.64,3032.96,222.3054805,6.908,35,2012,8,37809.35
1,West Virginia,Charleston,2012-09-07,A,True,1661767.33,151315.0,83.96,3.7300000000000004,5204.68,35.74,50.94,4120.32,2737.17,222.4390153,6.908,36,2012,9,12148.85
1,West Virginia,Charleston,2012-09-14,A,False,1517428.87,151315.0,74.97,3.7170000000000005,17212.52,7.0,18.79,1523.11,7992.719999999999,222.5820193,6.908,37,2012,9,26754.14
1,West Virginia,Charleston,2012-09-21,A,False,1506126.06,151315.0,69.87,3.7210000000000005,6352.3,7.639999999999999,4.69,1010.06,6456.71,222.7818386,6.908,38,2012,9,13831.400000000001
1,West Virginia,Charleston,2012-09-28,A,False,1437059.26,151315.0,76.08,3.666,3666.2700000000004,7.640000000000001,1.65,1417.96,4744.28,222.9816579,6.908,39,2012,9,9837.8
1,West Virginia,Charleston,2012-10-05,A,False,1670785.97,151315.0,68.55,3.6169999999999995,8077.890000000001,,18.22,3617.43,3626.14,223.1814772,6.573,40,2012,10,
1,West Virginia,Charleston,2012-10-12,A,False,1573072.81,151315.0,62.99000000000001,3.601,2086.18,,8.11,602.36,5926.45,223.3812965,6.573,41,2012,10,
1,West Virginia,Charleston,2012-10-19,A,False,1508068.77,151315.0,67.97,3.594,950.3300000000002,,4.93,80.25,2312.85,223.4257233,6.573,42,2012,10,
1,West Virginia,Charleston,2012-10-26,A,False,1493659.74,151315.0,69.16,3.506,2585.85,31.75,6.0,1057.16,1305.01,223.4442513,6.573,43,2012,10,4985.77
2,Illinois,Springfield,2010-02-05,A,False,2136989.46,202307.0,40.19,2.572,,,,,,210.7526053,8.324,5,2010,2,
2,Illinois,Springfield,2010-02-12,A,True,2137809.5,202307.0,38.49,2.548,,,,,,210.8979935,8.324,6,2010,2,
2,Illinois,Springfield,2010-02-19,A,False,2124451.54,202307.0,39.69,2.514,,,,,,210.9451605,8.324,7,2010,2,
2,Illinois,Springfield,2010-02-26,A,False,1865097.27,202307.0,46.1,2.561,,,,,,210.9759573,8.324,8,2010,2,
2,Illinois,Springfield,2010-03-05,A,False,1991013.13,202307.0,47.17,2.625,,,,,,211.0067542,8.324,9,2010,3,
2,Illinois,Springfield,2010-03-12,A,False,1990483.78,202307.0,57.559999999999995,2.667,,,,,,211.037551,8.324,10,2010,3,
2,Illinois,Springfield,2010-03-19,A,False,1946070.8800000001,202307.0,54.52,2.72,,,,,,210.8733316,8.324,11,2010,3,
2,Illinois,Springfield,2010-03-26,A,False,1750197.81,202307.0,51.26,2.732,,,,,,210.6766095,8.324,12,2010,3,
2,Illinois,Springfield,2010-04-02,A,False,2066187.72,202307.0,63.27000000000001,2.719,,,,,,210.4798874,8.2,13,2010,4,
2,Illinois,Springfield,2010-04-09,A,False,1954689.21,202307.0,65.41,2.77,,,,,,210.2831653,8.2,14,2010,4,
2,Illinois,Springfield,2010-04-16,A,False,1874957.94,202307.0,68.07,2.808,,,,,,210.1495463,8.2,15,2010,4,
2,Illinois,Springfield,2010-04-23,A,False,1821990.93,202307.0,65.11,2.795,,,,,,210.1000648,8.2,16,2010,4,
2,Illinois,Springfield,2010-04-30,A,False,1802450.29,202307.0,66.98,2.78,,,,,,210.0505833,8.2,17,2010,4,
2,Illinois,Springfield,2010-05-07,A,False,2042581.71,202307.0,71.28,2.835,,,,,,210.0011018,8.2,18,2010,5,
2,Illinois,Springfield,2010-05-14,A,False,1880752.36,202307.0,73.31,2.854,,,,,,209.9984585,8.2,19,2010,5,
2,Illinois,Springfield,2010-05-21,A,False,1896937.1,202307.0,74.83,2.826,,,,,,210.2768443,8.2,20,2010,5,
2,Illinois,Springfield,2010-05-28,A,False,1957113.89,202307.0,81.13,2.759,,,,,,210.5552301,8.2,21,2010,5,
2,Illinois,Springfield,2010-06-04,A,False,2102539.93,202307.0,81.81,2.705,,,,,,210.833616,8.2,22,2010,6,
2,Illinois,Springfield,2010-06-11,A,False,2025538.76,202307.0,83.4,2.668,,,,,,211.1120018,8.2,23,2010,6,
2,Illinois,Springfield,2010-06-18,A,False,2001636.96,202307.0,85.81,2.637,,,,,,211.1096543,8.2,24,2010,6,
2,Illinois,Springfield,2010-06-25,A,False,1939927.09,202307.0,86.26,2.653,,,,,,210.9950134,8.2,25,2010,6,
2,Illinois,Springfield,2010-07-02,A,False,2003940.64,202307.0,82.74,2.669,,,,,,210.8803726,8.099,26,2010,7,
2,Illinois,Springfield,2010-07-09,A,False,1880902.6199999999,202307.0,82.59,2.642,,,,,,210.7657317,8.099,27,2010,7,
2,Illinois,Springfield,2010-07-16,A,False,1845879.79,202307.0,85.32,2.623,,,,,,210.7577954,8.099,28,2010,7,
2,Illinois,Springfield,2010-07-23,A,False,1781717.71,202307.0,87.66,2.608,,,,,,210.8921319,8.099,29,2010,7,
2,Illinois,Springfield,2010-07-30,A,False,1804246.16,202307.0,83.49,2.64,,,,,,211.0264684,8.099,30,2010,7,
2,Illinois,Springfield,2010-08-06,A,False,1991909.98,202307.0,89.53,2.627,,,,,,211.1608049,8.099,31,2010,8,
2,Illinois,Springfield,2010-08-13,A,False,1895601.05,202307.0,89.05,2.692,,,,,,211.2951413,8.099,32,2010,8,
2,Illinois,Springfield,2010-08-20,A,False,1964335.23,202307.0,88.7,2.664,,,,,,211.2596586,8.099,33,2010,8,
2,Illinois,Springfield,2010-08-27,A,False,1863840.49,202307.0,87.12,2.619,,,,,,211.2241759,8.099,34,2010,8,
2,Illinois,Springfield,2010-09-03,A,False,1904608.09,202307.0,81.83,2.577,,,,,,211.1886931,8.099,35,2010,9,
2,Illinois,Springfield,2010-09-10,A,True,1839128.83,202307.0,79.09,2.565,,,,,,211.1532104,8.099,36,2010,9,
2,Illinois,Springfield,2010-09-17,A,False,1793903.5999999999,202307.0,82.05,2.582,,,,,,211.1806415,8.099,37,2010,9,
2,Illinois,Springfield,2010-09-24,A,False,1724557.22,202307.0,81.79,2.624,,,,,,211.2552578,8.099,38,2010,9,
2,Illinois,Springfield,2010-10-01,A,False,1827440.43,202307.0,69.24,2.603,,,,,,211.3298742,8.163,39,2010,10,
2,Illinois,Springfield,2010-10-08,A,False,1849921.44,202307.0,63.190000000000005,2.633,,,,,,211.4044906,8.163,40,2010,10,
2,Illinois,Springfield,2010-10-15,A,False,1794355.49,202307.0,65.8,2.72,,,,,,211.4713286,8.163,41,2010,10,
2,Illinois,Springfield,2010-10-22,A,False,1737947.64,202307.0,68.5,2.725,,,,,,211.5187208,8.163,42,2010,10,
2,Illinois,Springfield,2010-10-29,A,False,1802755.11,202307.0,66.24,2.716,,,,,,211.5661131,8.163,43,2010,10,
2,Illinois,Springfield,2010-11-05,A,False,1939061.41,202307.0,57.85,2.689,,,,,,211.6135053,8.163,44,2010,11,
2,Illinois,Springfield,2010-11-12,A,False,1916812.74,202307.0,59.69,2.728,,,,,,211.6608975,8.163,45,2010,11,
2,Illinois,Springfield,2010-11-19,A,False,1956739.17,202307.0,50.81,2.771,,,,,,211.5470304,8.163,46,2010,11,
2,Illinois,Springfield,2010-11-26,A,True,2658725.29,202307.0,62.97999999999999,2.735,,,,,,211.4062867,8.163,47,2010,11,
2,Illinois,Springfield,2010-12-03,A,False,2015781.27,202307.0,49.33,2.708,,,,,,211.265543,8.163,48,2010,12,
